10490	 Un gruppo di persone si siede su una panchina di fronte ad un corpo d'acqua.
9274	 Un bambino con una maglietta rossa è seduto su una sedia a rotelle.
917	 Un uomo con una camicia nera e una donna in camicia nera e una donna in camicia nera che
6796	 Un gruppo di persone si siede su una zattera in un fiume.
19910	 Un uomo e una donna sono seduti su una panchina di fronte ad un edificio.
14773	 Un uomo con gli occhiali tiene in braccio un bambino.
22554	 Un uomo e una donna stanno camminando per strada.
28694	 Due auto da corsa corrono su una pista da corsa.
13580	 Una donna con una racchetta da tennis.
7153	 Un uomo in kayak in acqua.
1358	 Un uomo con una camicia nera e jeans blu è in piedi su un muro di cemento.
23280	 Un gruppo di persone si riunisce intorno a un tavolo.
5541	 Un uomo con gli occhiali e una camicia bianca si sta rasando i capelli.
7549	 Un uomo con un cappello rosso e una camicia rossa e un cappello blu è in piedi su un
29944	 Un uomo con un cappello da cowboy e un cappello da baseball si trova di fronte ad un albero.
25987	 Un bambino che gioca in acqua poco profonda.
5743	 Una giovane donna con gli occhiali da sole e un cappello da baseball tiene in braccio un bambino.
4663	 Una donna in camicia bianca e pantaloni neri che gioca a tennis.
6068	 Un uomo con una giacca di pelle nera e jeans blu è seduto su una panchina.
15004	 Un giocatore di tennis che gioca a tennis.
28246	 Un uomo con una giacca blu e un cappello da sci sta raccogliendo la neve.
4882	 Un ragazzo con una maglietta blu e jeans blu sta giocando con una palla da calcio.
28819	 Un uomo che fa un trucco su una tavola da surf.
22327	 Un uomo e una donna in posa per una foto.
18448	 Un uomo con gli occhiali da sole e gli occhiali da sole sta cantando al microfono.
22778	 Un uomo con gli occhiali da sole e un cappello da baseball si trova di fronte a un camion
24836	 Un uomo in camicia bianca e pantaloni neri sta giocando a tennis.
26050	 Un uomo con un cappello da cowboy e un cappello da cowboy si trova di fronte a un gruppo
8054	 Una ragazza in camicia rosa e pantaloni neri è seduta su una panchina del parco.
25763	 Un gruppo di persone che camminano lungo un sentiero di pietra.
14832	 Un cane che corre in acqua.
7874	 Un uomo con una camicia bianca e un cappello da baseball sta tagliando un pezzo di legno.
23070	 Un gruppo di persone si riunisce in una stazione ferroviaria.
6549	 Un uomo con un gilet arancione e un cappello rigido sta lavorando su un treno.
7542	 Un uomo e una donna sono seduti su un mucchio di foglie.
29108	 Un gruppo di persone che camminano lungo una strada della città.
10106	 Un uomo con gli occhiali da sole e una camicia nera e una donna con gli occhiali da sole.
17630	 Un uomo in cima a una montagna innevata.
16090	 Un gruppo di persone che nuotano in una piscina.
18764	 Un uomo con un cappello da cowboy e un cappello da cowboy si trova di fronte a un mucchio
1723	 Un uomo e una donna sono seduti su una panchina.
2180	 Un uomo in camicia bianca e pantaloni neri sta giocando con una palla da tennis.
26598	 Un uomo che si arrampica su un muro di roccia.
13516	 Un cane nero con un collare rosso corre sulla sabbia.
1610	 Un gruppo di persone sedute a un tavolo a mangiare.
21127	 Un gruppo di persone è in piedi su un molo vicino ad un corpo d'acqua.
12757	 Un gruppo di persone si riunisce intorno a un tavolo.
28067	 Due giocatori di hockey che giocano a hockey.
16715	 Un ragazzo con una maglietta blu e un cappello da baseball sta giocando con una palla da calcio.
23252	 Un gruppo di persone che camminano lungo un sentiero di pietra.
23965	 Un gruppo di persone si riunisce in un mercato all'aperto.
26407	 Un gruppo di persone sedute a un tavolo a mangiare.
22145	 Un ragazzo che salta da una tavola da immersione in acqua.
24169	 Un uomo e una donna sono seduti su una panchina.
18666	 Un uomo con un cappello rosso e una giacca rossa sta sciando su una collina ricoperta di neve.
14164	 Un uomo e una donna stanno guidando una bicicletta.
29084	 Due giocatori di calcio che giocano a calcio.
615	 Un uomo con un cappello rigido sta scalando un albero.
16395	 Un uomo con un cappello rigido sta lavorando su un tetto.
12542	 Un uomo è in cima a una montagna.
21799	 Un uomo e una donna sono seduti su un muro di cemento vicino a una spiaggia.
19354	 Un uomo e una donna che camminano per strada.
24974	 Un gruppo di persone si riunisce intorno ad un edificio.
12706	 Un snowboarder che fa snowboard su una collina di neve.
22425	 Un giocatore di football che indossa una maglietta bianca e nera sta cercando di prendere la palla.
14333	 Due giocatori di baseball che giocano a baseball.
5016	 Un uomo e una donna in posa per una foto.
25819	 Un uomo suona la chitarra e canta.
9308	 Un ragazzo con una maglietta blu e dei pantaloni blu sta giocando a tennis.
28885	 Un uomo con una camicia bianca e un apron bianco sta cucinando.
25820	 Un gruppo di persone in posa per una foto.
434	 Un gruppo di persone si trova di fronte ad un edificio di mattoni.
30201	 Un uomo con il casco rosso sta guidando una bicicletta.
27636	 Due giocatori di calcio che giocano a calcio.
18425	 Una donna con una maglietta blu e jeans blu è seduta su una panchina.
8831	 Un gruppo di persone si riunisce intorno a un tavolo.
30943	 Un uomo che fa surf nell'oceano.
19834	 Un uomo e una donna stanno camminando lungo un sentiero di pietra.
25986	 Una persona che fa snowboard su una collina di neve.
17194	 Un uomo con un cappello da cowboy e un gilet nero è in piedi accanto ad un altro uomo.
19857	 Una donna con i capelli marroni e una camicia nera è in piedi accanto ad un edificio.
395	 Un uomo e una donna stanno camminando per strada.
10788	 Un uomo in camicia bianca sta cucinando in cucina.
12417	 Un gruppo di persone si riunisce intorno ad un albero di palma.
14796	 Un gruppo di donne che camminano per strada.
14231	 Un gruppo di persone è in piedi su una roccia vicino ad un albero.
3771	 Un uomo con un cappello da cowboy e un cappello da cowboy si trova di fronte ad un edificio.
15412	 Un ragazzo in maglietta blu sta saltando su un set da swing.
2260	 Un uomo in camicia bianca che cucina in cucina.
20016	 Una donna con una camicia nera e un apron nero sta guardando un libro.
6005	 Un uomo e una donna sono seduti su una panchina.
21900	 Un uomo e una donna sono seduti su una panchina.
20459	 Un gruppo di persone si riunisce intorno a un tavolo.
17250	 Un grande gruppo di persone che camminano lungo una strada affollata.
7962	 Un uomo in camicia bianca e pantaloni neri si trova di fronte ad un edificio con un cartello che
26370	 Un uomo con una camicia nera e un cappello da baseball è seduto a un tavolo in un ristorante.
25069	 Un gruppo di persone si riunisce intorno a un tavolo.
26922	 Un uomo che fa un trucco in bicicletta su una collina.
8674	 Un uomo in mutande che si immerge in una piscina.
20946	 Un gruppo di persone si riunisce in un parco di divertimento.
22548	 Un cane nero corre sull'erba.
12334	 Un cane marrone salta in aria per prendere una palla da tennis.
18318	 Un uomo con un gilet arancione e un cappello da baseball è seduto su una panchina di fronte a
6192	 Un gruppo di persone che camminano lungo una strada affollata.
30660	 Un cane bianco e marrone che gioca con un giocattolo in bocca.
28582	 Un gruppo di cheerleader che si esibiscono sul palco.
89	 Un gruppo di persone in posa per una foto.
22387	 Un gruppo di persone si trova di fronte a una finestra di un negozio.
14989	 Un cane bianco e marrone che corre sulla sabbia.
29087	 Una donna con un ombrello rosso cammina per strada.
30665	 Un uomo con una camicia bianca e un apron bianco sta cucinando in un ristorante.
27457	 Un uomo e una donna in posa per una foto.
1401	 Una macchina da corsa è in spiaggia.
9013	 Un uomo con una camicia bianca e un cappello da baseball sta tagliando un pezzo di legno.
17655	 Un gruppo di persone si riunisce intorno a un tavolo.
259	 Un gruppo di persone si riunisce intorno ad un albero di Natale.
5760	 Una donna con i capelli marroni che indossa una camicia bianca e un cappello da baseball sta mangiando un
27988	 Un uomo in camicia nera e pantaloni neri si trova di fronte ad un edificio.
28026	 Un giocatore di basket sta cercando di prendere la palla.
27391	 Un gruppo di persone sedute a un tavolo a mangiare.
28873	 Un gruppo di bambini che giocano a beach volleyball.
4942	 Un bambino con i capelli marroni che indossa una maglietta rossa e una camicia rossa sta piangendo.
2788	 Un gruppo di persone si riunisce intorno a un tavolo.
23957	 Un uomo con una camicia nera e pantaloni neri salta in aria per prendere una palla da calcio.
26645	 Un bambino che salta da un set da swing.
27048	 Un gruppo di persone si riunisce intorno a un tavolo.
8185	 Un uomo e una donna che giocano a calcio.
16989	 Una donna con un vestito blu e una donna con i capelli marroni stanno camminando per strada.
7912	 Un cane bianco e marrone che gioca con una palla rossa.
26998	 Un uomo e una donna sono seduti su una panchina.
28005	 Due giocatori di calcio che giocano a calcio.
25376	 Una donna in camicia rossa e pantaloni neri sta giocando a tennis.
5701	 Un uomo e una donna che si arrampicano su un muro di roccia.
16010	 Un gruppo di persone che si arrampica su un muro di roccia.
4748	 Un uomo con un cappello da cowboy e un cappello da cowboy si trova di fronte a un negozio.
26049	 Un uomo con un gilet arancione e un cappello da baseball è in piedi su una strada di fronte
22098	 Un uomo sta guidando una bicicletta su un ponte.
17733	 Un gruppo di persone sedute a un tavolo a mangiare.
24271	 Un bambino è seduto su una sedia a rotelle.
12030	 Un gruppo di persone si riunisce intorno a un tavolo.
17533	 Un uomo e una donna sono seduti a un tavolo di fronte a un computer.
25583	 Un snowboarder che scia su una collina di neve.
34	 Un cane bianco e nero corre sull'erba.
19075	 Un gruppo di persone si riunisce intorno a un tavolo.
26697	 Un uomo con un cappello rigido e un gilet arancione è in piedi accanto ad un edificio.
14072	 Un gruppo di bambini si riunisce intorno ad un albero di Natale.
29952	 Un uomo e una donna sono seduti su una moto.
17673	 Un gruppo di persone si riunisce intorno a un tavolo. <end> <end> <end> <end>
16191	 Una donna con una maglietta blu sta guidando una bicicletta.
12902	 Un giocatore di tennis che gioca a tennis.
27168	 Un uomo con un cappello da baseball e un cappello da baseball sta giocando a tennis.
8811	 Un uomo con un cappello da cowboy e un cappello da baseball si siede su una panchina di legno.
25188	 Una donna in camicia bianca e pantaloni neri si siede a un tavolo in un ristorante.
4452	 Un uomo con gli occhiali da sole e un cappello da cowboy si trova di fronte ad un edificio.
18731	 Un uomo che suona la chitarra sul palco.
9241	 Un uomo e una donna sono seduti su una panchina.
14721	 Un uomo con un cappello da cowboy sta guidando un cavallo.
19523	 Un gruppo di persone è in piedi su un molo vicino ad un corpo d'acqua.
7682	 Un uomo e una donna seduti su una panchina del parco.
23713	 Un uomo con un cappello da cowboy e un cappello da cowboy sta guidando un cavallo.
9911	 Due uomini che giocano a calcio.
16458	 Un gruppo di persone si riunisce intorno a un tavolo.
17071	 Un uomo in camicia bianca e pantaloni neri si trova di fronte a una bancarella di frutta.
13724	 Un uomo con una camicia rossa e un cappello da baseball si trova vicino ad un albero.
19348	 Un uomo con un cappello da cowboy e un cappello da cowboy si trova di fronte ad un uomo
25494	 Un uomo con un cappello da cowboy e un cappello da baseball tiene in braccio un bambino.
27872	 Due giocatori di calcio che giocano a calcio.
8084	 Un cane marrone che corre in acqua.
17708	 Un grande gruppo di persone si riunisce intorno a un tavolo con una tovaglia rossa.
10376	 Un gruppo di persone si riunisce intorno a un gruppo di persone.
12441	 Un gruppo di persone si riunisce in un parco di divertimento.
28955	 Un gruppo di bambini che giocano a beach volleyball.
7507	 Un uomo con una giacca di jeans e un maglione blu è seduto su una sedia di fronte a
10010	 Un gruppo di persone si riunisce intorno ad un albero.
2161	 Un uomo con un cappello da cowboy e un cappello da baseball si trova di fronte a un mucchio
2113	 Un uomo in camicia bianca e pantaloni neri sta giocando a tennis.
906	 Un uomo con un cappello da cowboy e un cappello da cowboy e un cappello da cowboy e un
7996	 Un uomo in kayak in acqua.
16018	 Un gruppo di persone che corrono su una pista.
12366	 Un uomo e una donna camminano sulla spiaggia.
11890	 Due squadre di calcio che giocano a calcio.
28827	 Un uomo con una camicia nera e un cappello da baseball è seduto a un tavolo. <end> <end>
9531	 Due giocatori di basket che giocano a basket.
23756	 Una ragazza in muta blu sta giocando in acqua.
14786	 Un uomo e una donna sono seduti su una bicicletta.
11137	 Un bambino che indossa una maglietta blu a maniche lunghe e dei pantaloni blu è seduto su una sedia
25541	 Un uomo con gli occhiali da sole e un cappello da baseball guarda attraverso un telescopio.
11914	 Un uomo che suona una chitarra acustica.
22042	 Due uomini che suonano la chitarra sul palco.
19624	 Un bambino corre sulla spiaggia.
24829	 Un uomo in camicia bianca e pantaloni neri si trova di fronte a un muro di mattoni.
2955	 Un uomo che fa un trucco su una rampa.
16638	 Un uomo con un cappello da cowboy e un cappello da cowboy è seduto su una sedia a rotelle.
17202	 Un gruppo di persone che camminano lungo una strada di notte.
10693	 Una donna con i capelli marroni che indossa una camicia nera e un uomo in camicia nera e una
21996	 Un gruppo di persone si riunisce intorno a un tavolo.
10097	 Un gruppo di persone che camminano lungo una strada affollata della città.
16938	 Un uomo e una donna sono seduti su una panchina.
21187	 Un uomo e una donna in posa per una foto.
23345	 Un uomo e una donna in posa per una foto.
18820	 Un uomo con un cappello rosso e una camicia rossa sta facendo un trucco in aria.
21423	 Un uomo e una donna seduti su una panchina.
17045	 Un uomo con un cappello da cowboy e un cappello da baseball sta camminando vicino ad un edificio.
18584	 Un gruppo di persone si riunisce intorno a un gruppo di persone.
20932	 Un uomo in camicia bianca e pantaloni neri sta giocando a tennis.
29352	 Un uomo con un cappello rosso e una camicia rossa è in piedi accanto ad un altro uomo con
13977	 Un cane bianco e marrone che corre sulla sabbia.
25235	 Un uomo in camicia nera e pantaloni neri si trova di fronte a una macchina.
20740	 Un bambino che gioca in un campo erboso.
15358	 Un gruppo di giocatori di basket che si prepara a lanciare la palla.
13135	 Un cane bianco che corre in un campo erboso.
10287	 Un gruppo di persone si riunisce intorno a un gruppo di persone.
3412	 Un uomo con una camicia nera e un cappello da baseball si trova di fronte ad un edificio.
23758	 Un uomo e una donna sono seduti su una panchina di fronte a un muro di mattoni.
15792	 Un bambino gioca con un giocattolo in un mucchio di foglie.
16880	 Un uomo con un gilet arancione e un gilet arancione sta camminando per strada.
1983	 Un uomo che suona la chitarra sul palco.
22788	 Un gruppo di persone si riunisce in una strada affollata.
17109	 Un uomo che suona la chitarra e canta.
20248	 Un uomo con un cappello rigido sta lavorando su un pezzo di legno.
22776	 Un gruppo di persone è in piedi su un molo vicino ad un corpo d'acqua.
199	 Un uomo e una donna sono seduti su una panchina.
14974	 Un gruppo di persone vestite di rosso e nero che si esibiscono sul palco.
28480	 Un bambino sta nuotando in acqua.
24425	 Un uomo in bicicletta attraversa la strada.
8015	 Un uomo e una donna che camminano per strada.
2412	 Un uomo con una camicia bianca e un cappello da baseball sta mangiando un panino.
9519	 Un uomo e una donna stanno camminando per strada.
9039	 Un cane che corre sull'erba.
1771	 Due bambini giocano in un parco giochi.
2265	 Un ragazzo fa surf su una tavola da surf in acqua.
28605	 Un uomo in camicia rossa e pantaloni neri è seduto su un divano rosso.
13197	 Un uomo con una camicia nera e una donna in camicia nera si posano per una foto.
11466	 Due giocatori di basket che giocano a basket.
12475	 Un uomo con una giacca nera e un cappello nero sta camminando per strada.
16996	 Un uomo con una camicia bianca e un cappello da baseball si trova vicino ad un albero.
6921	 Un gruppo di uomini che si esibiscono sul palco.
29354	 Una macchina da corsa bianca sta correndo su una pista.
17661	 Un uomo suona la chitarra sul palco.
12947	 Un bambino con una maglietta blu e dei pantaloni blu sta giocando con una palla da calcio.
12178	 Un uomo in camicia nera e pantaloni neri sta giocando a tennis.
5767	 Un uomo che lavora su un pezzo di legno.
22594	 Un cane marrone corre sull'erba.
27321	 Un gruppo di persone si riunisce intorno ad un edificio di mattoni.
19609	 Una ragazza con una maglietta rosa e un cappello da baseball sta mangiando un gelato.
17933	 Un gruppo di persone sedute a un tavolo a mangiare.
13785	 Un cane nero salta in aria per prendere una palla da tennis.
22613	 Un gruppo di persone si riunisce intorno a un tavolo.
1417	 Un uomo con un cappello nero e una donna con un cappello nero e una giacca di pelle nera
10920	 Un uomo che fa un trucco in bicicletta.
19738	 Due donne che camminano per strada.
22419	 Due cani neri corrono attraverso l'erba.
26133	 Un ragazzo che salta da una tavola da surf.
30111	 Un uomo con un cappello da cowboy e una camicia a strisce si trova di fronte a un muro
12427	 Un uomo in camicia bianca e pantaloni neri si trova di fronte a un muro di mattoni.
23509	 Un uomo con un gilet arancione e un cappello rigido sta lavorando su un treno.
11283	 Due bambini piccoli che giocano in un parco giochi.
16773	 Un uomo e una donna sono seduti su una panchina.
26142	 Una donna con i capelli marroni che indossa una maglietta bianca e un cappello da baseball si sta mettendo
2330	 Un grande gruppo di persone si riunisce in una strada affollata.
22860	 Un uomo con il casco rosso sta guidando una bicicletta sporca su una collina.
20682	 Un uomo in camicia bianca e pantaloni neri si trova di fronte ad un edificio con un cartello che
3972	 Un uomo che fa un trucco su una duna di sabbia.
28240	 Un ragazzo fa un trucco in bicicletta.
520	 Un gruppo di persone si riunisce intorno a un tavolo.
29636	 Un gruppo di persone sedute su una panchina di notte.
8554	 Un uomo con una camicia rossa e un cappello da baseball è seduto su una sedia di fronte a
19162	 Un gruppo di persone che camminano lungo una strada ricoperta di neve.
12949	 Un gruppo di persone si esibisce sul palco.
29772	 Un uomo senza camicia che indossa una camicia bianca e dei pantaloni neri si sta immergendo in acqua.
29791	 Un gruppo di bambini che giocano a basket.
1895	 Un uomo e una donna sono seduti in una bancarella di frutta.
20103	 Un uomo con una camicia nera e un cappello da baseball sta parlando al microfono.
7791	 Un cane marrone che corre in un campo.
27495	 Un gruppo di ciclisti che corrono in una gara.
8070	 Un uomo e una donna sorridono per la telecamera.
3451	 Due cani che giocano nella neve.
8023	 Un gruppo di persone si riunisce in una strada affollata.
19478	 Un gruppo di persone che camminano lungo una strada della città.
25058	 Un uomo in camicia nera e pantaloni neri cammina per strada.
25516	 Un gruppo di persone sedute intorno a un tavolo a mangiare.
19037	 Un bambino è seduto su una sedia a rotelle.
16416	 Un gruppo di persone che si esibisce in una partita di basket.
26982	 Un uomo e una donna saltano in aria.
22118	 Un uomo con un cappello rosso e una camicia rossa è in piedi su una scala di pietra con
15077	 Due giocatori di calcio che giocano a calcio. <end>
3648	 Un uomo e una donna stanno camminando per strada.
23850	 Un uomo e una donna sono seduti su una panchina.
22078	 Un gruppo di persone è seduto su una panchina di fronte ad un edificio di mattoni.
26618	 Una donna con una maglietta blu e jeans blu è seduta su una sedia a rotelle.
2103	 Una donna che nuota in piscina.
6258	 Un gruppo di persone si riunisce intorno a un tavolo.
22334	 Una donna con una maglietta blu e un cappello da baseball è in piedi su un treno.
10239	 Un uomo con gli occhiali da sole e una camicia nera sta mangiando un panino.
19471	 Un uomo e una donna che camminano per strada.
7986	 Una donna in camicia bianca e pantaloni neri sta camminando per strada.
8362	 Un gruppo di persone è in piedi su un ponte di legno con un uomo in camicia bianca e
21635	 Un gruppo di persone si trova di fronte a un grande edificio.
754	 Un uomo che fa surf su una tavola da surf.
760	 Un gruppo di persone si riunisce intorno a un tavolo.
15047	 Un ragazzo che fa surf su una tavola da surf bianca.
17983	 Un uomo con un cappello da baseball e una camicia nera sta facendo una foto di fronte a una
17997	 Un uomo con una camicia nera e jeans blu è in piedi accanto a un furgone bianco.
22067	 Un uomo con una camicia nera e un cappello da baseball si trova vicino ad un palo.
17963	 Un uomo sta guidando una moto rossa.
19122	 Una donna con un cappello da cowboy e una maglietta a strisce bianche e nere con in mano una
29380	 Un bambino che indossa un cappello da baseball e un cappello da baseball sta piangendo.
1343	 Un ragazzo che salta da una tavola da surf in acqua.
14490	 Un uomo con un cappello da cowboy e un cappello da cowboy è seduto su una sedia a rotelle
17031	 Un bambino con una maglietta blu e un cappello da baseball è seduto a un tavolo con una tovaglia
21597	 Un uomo con un cappello rosso e una camicia rossa sta camminando per strada.
25133	 Un gruppo di persone si trova di fronte ad un edificio.
28570	 Un uomo e una donna in posa per una foto.
10577	 Un cane bianco e nero salta su un ostacolo.
17177	 Un gruppo di persone si arrampica su una scogliera.
21381	 Un gruppo di uomini con uniformi blu e cappello rigido si trova vicino ad un edificio.
3097	 Un cane nero corre in acqua.
26440	 Un gruppo di persone si riunisce intorno a un tavolo.
22998	 Un grande gruppo di persone si riunisce intorno a un negozio di vestiti. <end>
5171	 Un cane bianco e nero salta in aria per prendere una palla da tennis.
222	 Un gruppo di persone sta camminando sulla spiaggia.
2572	 Un ragazzo in camicia bianca e pantaloni neri sta giocando a tennis.
9888	 Un uomo con un gilet arancione e un cappello da baseball è in piedi accanto a un treno.
20821	 Un gruppo di persone si riunisce intorno a un campo da calcio.
26512	 Un uomo che lavora in un cantiere.
26682	 Un uomo che fa surf su una tavola da surf.
15674	 Un uomo con un cappello da cowboy e un cappello da cowboy si trova di fronte a un camion
3951	 Un uomo con un gilet arancione e un cappello da baseball è in piedi accanto a una macchina rossa.
8175	 Un bambino con i capelli marroni sta mangiando un cono gelato.
17121	 Un uomo e una donna stanno camminando per strada.
5807	 Un uomo e una donna seduti su una panchina del parco.
9285	 Un gruppo di giocatori di calcio che giocano a calcio.
6306	 Un uomo e una donna camminano per strada.
15457	 Due bambini giocano a calcio in un parco giochi.
27303	 Un gruppo suona sul palco.
23006	 Un uomo e una donna sono seduti su una panchina del parco.
2458	 Un uomo che fa un salto in acqua.
1117	 Un uomo e una donna giocano a beach volleyball.
29010	 Un uomo con un cappello blu e una camicia nera sta facendo un taglio di capelli di una donna.
1984	 Un uomo che canta al microfono.
26094	 Due giocatori di calcio che giocano a calcio.
1284	 Un uomo con una camicia bianca e jeans blu che salta in aria sulla spiaggia.
22163	 Una ragazza con una maglietta rosa e jeans blu è seduta su una panchina di legno.
26806	 Un uomo e una donna sono seduti su una panchina di legno.
22339	 Una donna con un vestito rosa e un cappello da baseball sta mangiando un gelato.
7921	 Un uomo in camicia bianca e pantaloni neri si trova di fronte ad un edificio.
20390	 Un uomo vestito di nero sta camminando per strada.
10235	 Un uomo che suona la chitarra.
14134	 Un gruppo di persone sedute su un muro di pietra.
11219	 Un uomo e una donna sono seduti su una panchina.
14434	 Un cane bianco e nero che corre in un campo.
30542	 Un ragazzo fa un trucco su una rampa.
9598	 Un ragazzo con una maglietta blu sta giocando con una palla da calcio.
25918	 Un uomo che salta in acqua.
12853	 Un gruppo di persone è seduto su una roccia vicino ad un corpo d'acqua.
30619	 Un lanciatore di baseball che indossa una maglietta bianca e un casco da baseball.
7750	 Un cane che corre in un campo.
304	 Un uomo e una donna sono seduti su una spiaggia sabbiosa.
24846	 Un uomo e una donna sono seduti su una panchina vicino all'acqua.
8322	 Un grande gruppo di persone si riunisce in una strada di notte.
15592	 Un cane che salta in aria per prendere una palla da tennis.
24315	 Un gruppo di ciclisti che corrono in una gara.
12212	 Un gruppo di persone si riunisce in una strada affollata.
14117	 Un uomo è seduto su una sedia a rotelle in un parco.
29632	 Un gruppo di bambini che giocano a calcio in un campo.
7581	 Un gruppo di persone sta navigando su una barca.
4556	 Un uomo e una donna sono seduti su una panchina.
19772	 Un gruppo di persone si riunisce in un parco di divertimento.
30942	 Un uomo con un cappello da cowboy e un gilet nero è in piedi accanto ad un uomo con
25795	 Un gruppo di persone si riunisce intorno a un tavolo.
10005	 Un bambino che gioca a un gioco di carnevale.
565	 Una donna con i capelli rossi che indossa una maglietta bianca e jeans blu sta giocando a bowling.
8486	 Un cane nero salta in aria per prendere una palla rossa.
25525	 Un gruppo di persone sedute su un mucchio di rocce.
21764	 Un uomo e una donna stanno camminando lungo una strada di mattoni.
21219	 Un uomo e una donna camminano lungo una strada della città.
21335	 Una donna in camicia nera e pantaloni neri cammina per strada.
4027	 Un uomo con una maglietta blu e jeans blu è in piedi su una scala di cemento.
30285	 Un giocatore di football che indossa un maglietto rosso e bianco e nero sta cercando di prendere la palla.
7639	 Una donna con i capelli marroni e una camicia nera sta cantando al microfono.
6532	 Un gruppo di operai edili che lavorano su un binario ferroviario.
2197	 Due giocatori di basket che giocano a basket.
22254	 Un uomo con una camicia rossa e un cappello da baseball si trova di fronte a un cartello che
9572	 Un giocatore di basket con l'uniforme rossa sta per lanciare la palla.
661	 Un gruppo di persone che si esibiscono sul palco.
10242	 Un gruppo di persone si riunisce intorno a un tavolo.
8199	 Un gruppo di persone che camminano lungo una strada della città.
14260	 Un uomo e una donna sono seduti su una panchina di fronte ad un edificio. <end>
24043	 Un uomo in camicia bianca e pantaloni neri si trova di fronte ad un edificio.
12927	 Un cane bianco e marrone corre attraverso la neve.
30494	 Un uomo con un cappello rosso e una camicia rossa sta camminando su un sentiero sporco nei boschi.
11618	 Un cane bianco corre sulla spiaggia.
7881	 Un uomo con un cappello da cowboy e un cappello da cowboy si trova di fronte a un gruppo
7170	 Un uomo e una donna stanno camminando lungo un sentiero di pietra.
23128	 Un cane bianco e nero corre sull'erba.
28063	 Un bambino con i capelli biondi e una maglietta blu tiene in mano un giocattolo.
2906	 Un gruppo di persone che si arrampica su una collina ricoperta di neve.
23686	 Un uomo con gli occhiali sta dormendo su un letto.
10499	 Una donna con un vestito bianco e una gonna bianca è in piedi accanto ad un edificio.
13650	 Un gruppo di persone si riunisce in un parco di divertimento.
1306	 Un uomo che fa surf su una tavola da surf.
